block_lot,sale_day,declared_profit,sale_profit,property_type,sold_part,city,build_year,building_mr,rooms_number,rami_source
004992-0019-008-00,2025-08-10,1649950,1649950,דירה בבית קומות,1.0,"בני עי""ש",2028,101,4.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-012-00,2025-08-10,1619410,1619410,דירה בבית קומות,1.0,"בני עי""ש",2028,101,4.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-013-00,2025-08-10,1594946,1594946,דירה בבית קומות,1.0,"בני עי""ש",2028,100,4.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-009-00,2025-08-10,1594946,1594946,דירה בבית קומות,1.0,"בני עי""ש",2028,100,4.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-017-00,2025-08-10,1594946,1594946,דירה בבית קומות,1.0,"בני עי""ש",2028,100,4.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-015-00,2025-08-11,1286952,1286952,דירה בבית קומות,1.0,"בני עי""ש",2028,80,3.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-026-00,2025-08-11,1583657,1583657,דירה בבית קומות,1.0,"בני עי""ש",2028,101,4.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-008-00,2025-08-12,1958434,1958434,דירה בבית קומות,1.0,"בני עי""ש",2028,121,5.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-007-00,2025-08-12,1294973,1294973,דירה בבית קומות,1.0,"בני עי""ש",2028,80,3.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-005-00,2025-08-12,1617821,1617821,דירה בבית קומות,1.0,"בני עי""ש",2028,100,4.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-013-00,2025-08-13,1594946,1594946,דירה בבית קומות,1.0,"בני עי""ש",2028,100,4.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-006-00,2025-08-13,1616737,1616737,דירה בבית קומות,1.0,"בני עי""ש",2028,101,4.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-004-00,2025-08-13,1651732,1651732,דירה בבית קומות,1.0,"בני עי""ש",2028,101,4.0,בני עי_ש - 01.08.25-29.09.25.xls
000486-0192-008-00,2025-09-05,1880000,1880000,דירה בבית קומות,1.0,"בני עי""ש",2000,121,5.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-019-00,2025-08-10,1269350,1269350,דירה בבית קומות,1.0,"בני עי""ש",2028,80,3.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-010-00,2025-08-11,1313986,1313986,דירה בבית קומות,1.0,"בני עי""ש",2028,80,3.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-004-00,2025-08-12,1313510,1313510,דירה בבית קומות,1.0,"בני עי""ש",2028,80,3.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-019-00,2025-08-13,1258254,1258254,דירה בבית קומות,1.0,"בני עי""ש",2028,80,3.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-007-00,2025-08-13,1292655,1292655,דירה בבית קומות,1.0,"בני עי""ש",2028,80,3.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-009-00,2025-08-13,1621846,1621846,דירה בבית קומות,1.0,"בני עי""ש",2028,101,4.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-008-00,2025-08-13,1915002,1915002,דירה בבית קומות,1.0,"בני עי""ש",2028,121,5.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-005-00,2025-08-14,1616870,1616870,דירה בבית קומות,1.0,"בני עי""ש",2028,100,4.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-006-00,2025-08-14,1639686,1639686,דירה בבית קומות,1.0,"בני עי""ש",2028,101,4.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-010-00,2025-08-14,1633685,1633685,דירה בבית קומות,1.0,"בני עי""ש",2028,101,4.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-012-00,2025-08-14,1620183,1620183,דירה בבית קומות,1.0,"בני עי""ש",2028,101,4.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-019-00,2025-08-14,1258254,1258254,דירה בבית קומות,1.0,"בני עי""ש",2028,80,3.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-017-00,2025-08-14,1594946,1594946,דירה בבית קומות,1.0,"בני עי""ש",2028,100,4.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-011-00,2025-08-17,1278455,1278455,דירה בבית קומות,1.0,"בני עי""ש",2028,80,3.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-014-00,2025-08-17,1939956,1939956,דירה בבית קומות,1.0,"בני עי""ש",2028,121,5.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-019-00,2025-08-17,1258254,1258254,דירה בבית קומות,1.0,"בני עי""ש",2028,80,3.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-009-00,2025-08-17,1620183,1620183,דירה בבית קומות,1.0,"בני עי""ש",2028,101,4.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-012-00,2025-08-17,1654941,1654941,דירה בבית קומות,1.0,"בני עי""ש",2028,101,4.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-007-00,2025-08-17,1947368,1947368,דירה בבית קומות,1.0,"בני עי""ש",2028,122,5.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-028-00,2025-08-17,1590579,1590579,דירה בבית קומות,1.0,"בני עי""ש",2028,102,4.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-012-00,2025-08-17,1921879,1921879,דירה בבית קומות,1.0,"בני עי""ש",2028,122,5.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-013-00,2025-08-17,1277564,1277564,דירה בבית קומות,1.0,"בני עי""ש",2028,80,3.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-009-00,2025-08-17,1640518,1640518,דירה בבית קומות,1.0,"בני עי""ש",2028,100,4.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-004-00,2025-08-17,1642107,1642107,דירה בבית קומות,1.0,"בני עי""ש",2028,101,4.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-016-00,2025-08-18,1622203,1622203,דירה בבית קומות,1.0,"בני עי""ש",2028,101,4.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-011-00,2025-08-18,1293963,1293963,דירה בבית קומות,1.0,"בני עי""ש",2028,80,3.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-009-00,2025-08-18,1612771,1612771,דירה בבית קומות,1.0,"בני עי""ש",2028,100,4.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-018-00,2025-08-18,1913041,1913041,דירה בבית קומות,1.0,"בני עי""ש",2028,121,5.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-012-00,2025-08-18,1626778,1626778,דירה בבית קומות,1.0,"בני עי""ש",2028,101,4.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-016-00,2025-08-18,1619410,1619410,דירה בבית קומות,1.0,"בני עי""ש",2028,101,4.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-005-00,2025-08-18,1938129,1938129,דירה בבית קומות,1.0,"בני עי""ש",2028,121,5.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-013-00,2025-08-19,1316303,1316303,דירה בבית קומות,1.0,"בני עי""ש",2028,80,3.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-012-00,2025-08-19,1639136,1639136,דירה בבית קומות,1.0,"בני עי""ש",2028,101,4.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-027-00,2025-08-19,1567853,1567853,דירה בבית קומות,1.0,"בני עי""ש",2028,100,4.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-014-00,2025-08-19,1308475,1308475,דירה בבית קומות,1.0,"בני עי""ש",2028,81,3.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-003-00,2025-08-19,1619767,1619767,דירה בבית קומות,1.0,"בני עי""ש",2028,101,4.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-002-00,2025-08-19,1464856,1464856,דירה בבית קומות,1.0,"בני עי""ש",2028,80,3.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-015-00,2025-08-19,1298775,1298775,דירה בבית קומות,1.0,"בני עי""ש",2028,80,3.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-017-00,2025-08-19,1594946,1594946,דירה בבית קומות,1.0,"בני עי""ש",2028,100,4.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-007-00,2025-08-19,1291705,1291705,דירה בבית קומות,1.0,"בני עי""ש",2028,80,3.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-008-00,2025-08-19,1619321,1619321,דירה בבית קומות,1.0,"בני עי""ש",2028,100,4.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-011-00,2025-08-19,1295686,1295686,דירה בבית קומות,1.0,"בני עי""ש",2028,80,3.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-016-00,2025-08-20,1619410,1619410,דירה בבית קומות,1.0,"בני עי""ש",2028,101,4.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-014-00,2025-08-20,1931578,1931578,דירה בבית קומות,1.0,"בני עי""ש",2028,121,5.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-012-00,2025-08-20,1585974,1585974,דירה בבית קומות,1.0,"בני עי""ש",2028,100,4.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-007-00,2025-08-20,1308579,1308579,דירה בבית קומות,1.0,"בני עי""ש",2028,80,3.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-013-00,2025-08-21,1613899,1613899,דירה בבית קומות,1.0,"בני עי""ש",2028,100,4.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-019-00,2025-08-21,1258254,1258254,דירה בבית קומות,1.0,"בני עי""ש",2028,80,3.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-018-00,2025-08-21,1928311,1928311,דירה בבית קומות,1.0,"בני עי""ש",2028,121,5.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-021-00,2025-08-21,1583657,1583657,דירה בבית קומות,1.0,"בני עי""ש",2028,101,4.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-012-00,2025-08-21,1656842,1656842,דירה בבית קומות,1.0,"בני עי""ש",2028,101,4.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-024-00,2025-08-21,1278945,1278945,דירה בבית קומות,1.0,"בני עי""ש",2028,81,3.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-015-00,2025-08-21,1286298,1286298,דירה בבית קומות,1.0,"בני עי""ש",2028,80,3.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-025-00,2025-08-24,1577656,1577656,דירה בבית קומות,1.0,"בני עי""ש",2028,101,4.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-019-00,2025-08-27,1273048,1273048,דירה בבית קומות,1.0,"בני עי""ש",2028,80,3.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-004-00,2025-08-28,1305890,1305890,דירה בבית קומות,1.0,"בני עי""ש",2028,80,3.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-022-00,2025-09-02,2094247,2094247,דירה בבית קומות,1.0,"בני עי""ש",2028,127,5.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-007-00,2025-09-02,1281722,1281722,דירה בבית קומות,1.0,"בני עי""ש",2028,80,3.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-021-00,2025-09-02,1322882,1322882,דירה בבית קומות,1.0,"בני עי""ש",2028,80,3.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-001-00,2025-09-02,1475710,1475710,דירה בבית קומות,1.0,"בני עי""ש",2028,80,3.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-011-00,2025-09-02,1636984,1636984,דירה בבית קומות,1.0,"בני עי""ש",2028,103,4.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-018-00,2025-09-02,2063822,2063822,דירה בבית קומות,1.0,"בני עי""ש",2028,127,5.0,בני עי_ש - 01.08.25-29.09.25.xls
000486-0164-007-00,2025-08-13,1650000,1650000,דירה בבית קומות,1.0,"בני עי""ש",1995,99,4.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-011-00,2025-08-21,1583657,1583657,דירה בבית קומות,1.0,"בני עי""ש",2028,101,4.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-004-00,2025-08-24,1310955,1310955,דירה בבית קומות,1.0,"בני עי""ש",2028,80,3.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-024-00,2025-08-24,1269350,1269350,דירה בבית קומות,1.0,"בני עי""ש",2028,80,3.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-008-00,2025-08-26,1619410,1619410,דירה בבית קומות,1.0,"בני עי""ש",2028,101,4.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-004-00,2025-08-27,1589703,1589703,דירה בבית קומות,1.0,"בני עי""ש",2028,101,4.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-011-00,2025-08-28,1285704,1285704,דירה בבית קומות,1.0,"בני עי""ש",2028,80,3.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-010-00,2025-08-31,1934015,1934015,דירה בבית קומות,1.0,"בני עי""ש",2028,121,5.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-022-00,2025-08-31,1567853,1567853,דירה בבית קומות,1.0,"בני עי""ש",2028,100,4.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-028-00,2025-08-31,1564184,1564184,דירה בבית קומות,1.0,"בני עי""ש",2028,100,4.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-007-00,2025-09-01,1594292,1594292,דירה בבית קומות,1.0,"בני עי""ש",2028,100,4.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-019-00,2025-09-01,1288615,1288615,דירה בבית קומות,1.0,"בני עי""ש",2028,80,3.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-009-00,2025-09-07,1594946,1594946,דירה בבית קומות,1.0,"בני עי""ש",2028,100,4.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-005-00,2025-09-09,1565238,1565238,דירה בבית קומות,1.0,"בני עי""ש",2028,100,4.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-017-00,2025-09-11,1567853,1567853,דירה בבית קומות,1.0,"בני עי""ש",2028,100,4.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-005-00,2025-09-14,1594946,1594946,דירה בבית קומות,1.0,"בני עי""ש",2028,100,4.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-010-00,2025-09-16,1938946,1938946,דירה בבית קומות,1.0,"בני עי""ש",2028,121,5.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-014-00,2025-09-18,1915002,1915002,דירה בבית קומות,1.0,"בני עי""ש",2028,121,5.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-023-00,2025-09-18,1564184,1564184,דירה בבית קומות,1.0,"בני עי""ש",2028,100,4.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-018-00,2025-09-18,1590579,1590579,דירה בבית קומות,1.0,"בני עי""ש",2028,102,4.0,בני עי_ש - 01.08.25-29.09.25.xls
004992-0019-009-00,2025-09-21,1605522,1605522,דירה בבית קומות,1.0,"בני עי""ש",2028,100,4.0,בני עי_ש - 01.08.25-29.09.25.xls
003653-0153-192-00,2024-10-10,2325000,2325000,דירה בבית קומות,1.0,רחובות,2025,72,3.0,גוש 3653 - 29.09.24-29.09.25.xls
003653-0153-020-00,2024-12-31,2375000,2375000,דירה בבית קומות,1.0,רחובות,2023,83,3.0,גוש 3653 - 29.09.24-29.09.25.xls
003653-0153-057-00,2024-12-31,2825000,2825000,דירה בבית קומות,1.0,רחובות,2023,112,4.0,גוש 3653 - 29.09.24-29.09.25.xls
003653-0216-080-01,2025-02-18,2765000,2765000,דירה בבית קומות,1.0,רחובות,2021,92,4.0,גוש 3653 - 29.09.24-29.09.25.xls
003653-0116-004-00,2025-02-23,1108125,2216251,דירה בבית קומות,0.5,רחובות,2030,80,3.0,גוש 3653 - 29.09.24-29.09.25.xls
003653-0116-004-00,2025-02-23,1108125,2216251,דירה בבית קומות,0.5,רחובות,2030,80,3.0,גוש 3653 - 29.09.24-29.09.25.xls
003653-0127-000-00,2025-01-16,2450000,2450000,דירה בבית קומות,0.5,רחובות,1960,185,7.0,גוש 3653 - 29.09.24-29.09.25.xls
003653-0127-000-00,2025-01-16,2450000,2450000,דירה בבית קומות,0.5,רחובות,1960,185,7.0,גוש 3653 - 29.09.24-29.09.25.xls
003653-0153-065-00,2025-04-09,2885000,2885000,דירה בבית קומות,1.0,רחובות,2023,112,4.0,גוש 3653 - 29.09.24-29.09.25.xls
003653-0153-043-00,2025-04-01,3315000,3315000,דירה בבית קומות,1.0,רחובות,2023,136,5.0,גוש 3653 - 29.09.24-29.09.25.xls
003653-0153-035-00,2025-04-10,3710000,3710000,דירה בבית קומות,1.0,רחובות,2028,130,5.0,גוש 3653 - 29.09.24-29.09.25.xls
003653-0116-010-01,2025-01-31,1150250,1150250,דירה בבית קומות,0.5,רחובות,2029,80,3.0,גוש 3653 - 29.09.24-29.09.25.xls
003653-0116-010-00,2025-01-31,1150250,1150250,דירה בבית קומות,0.5,רחובות,2029,80,3.0,גוש 3653 - 29.09.24-29.09.25.xls
003653-0116-007-00,2025-03-18,1180000,1180000,דירה בבית קומות,0.5,רחובות,2030,80,3.0,גוש 3653 - 29.09.24-29.09.25.xls
003653-0116-011-12,2025-03-18,1180000,1180000,דירה בבית קומות,0.5,רחובות,2030,80,3.0,גוש 3653 - 29.09.24-29.09.25.xls
003653-0116-011-00,2025-03-18,1180000,1180000,דירה בבית קומות,0.5,רחובות,2030,80,3.0,גוש 3653 - 29.09.24-29.09.25.xls
003653-0188-030-00,2025-04-30,4390000,4390000,דירה בבית קומות,1.0,רחובות,2028,176,6.0,גוש 3653 - 29.09.24-29.09.25.xls
003653-0153-076-00,2025-02-18,5150000,5150000,דירה בבית קומות,1.0,רחובות,2029,153,5.0,גוש 3653 - 29.09.24-29.09.25.xls
003653-0116-015-00,2025-05-13,1144999,1144999,דירה בבית קומות,0.5,רחובות,2030,80,3.0,גוש 3653 - 29.09.24-29.09.25.xls
003653-0116-015-00,2025-05-13,1144999,1144999,דירה בבית קומות,0.5,רחובות,2030,80,3.0,גוש 3653 - 29.09.24-29.09.25.xls
003653-0116-026-00,2025-05-26,1149999,1149999,דירה בבית קומות,0.5,רחובות,2030,80,3.0,גוש 3653 - 29.09.24-29.09.25.xls
003653-0116-026-00,2025-05-26,1149999,1149999,דירה בבית קומות,0.5,רחובות,2030,80,3.0,גוש 3653 - 29.09.24-29.09.25.xls
003653-0116-021-00,2025-05-27,1317499,1317499,דירה בבית קומות,0.5,רחובות,2030,100,4.0,גוש 3653 - 29.09.24-29.09.25.xls
003653-0116-021-00,2025-05-27,1317500,1317500,דירה בבית קומות,0.5,רחובות,2030,100,4.0,גוש 3653 - 29.09.24-29.09.25.xls
003653-0116-038-00,2025-02-19,1273825,1273825,דירה בבית קומות,0.5,רחובות,2030,93,4.0,גוש 3653 - 29.09.24-29.09.25.xls
003653-0116-038-00,2025-02-19,1273825,1273825,דירה בבית קומות,0.5,רחובות,2030,93,4.0,גוש 3653 - 29.09.24-29.09.25.xls
003653-0217-000-00,2025-07-07,1550000,1550000,דירה בבית קומות,0.5,רחובות,2025,121,5.0,גוש 3653 - 29.09.24-29.09.25.xls
003653-0217-000-00,2025-07-07,1550000,1550000,דירה בבית קומות,0.5,רחובות,2025,121,5.0,גוש 3653 - 29.09.24-29.09.25.xls
003653-0217-000-00,2024-11-27,2450000,2450000,דירה בבית קומות,1.0,רחובות,2021,121,5.0,גוש 3653 - 29.09.24-29.09.25.xls
003653-0116-014-00,2025-06-30,1159999,1159999,דירה בבית קומות,0.5,רחובות,2030,80,3.0,גוש 3653 - 29.09.24-29.09.25.xls
003653-0153-002-00,2024-10-09,4130000,4130000,דירה בבית קומות,1.0,רחובות,2023,123,5.0,גוש 3653 - 29.09.24-29.09.25.xls
003653-0188-014-00,2024-11-18,2790000,2790000,דירה בבית קומות,1.0,רחובות,2028,122,4.0,גוש 3653 - 29.09.24-29.09.25.xls
005520-0063-029-00,2024-10-15,2035000,2035000,דירה בבית קומות,1.0,בן זכאי,2019,94,3.0,גוש 5520 - 29.09.24-29.09.25.xls
005520-0108-005-00,2025-01-27,2450000,2450000,דירה בבית קומות,1.0,יבנה,2019,132,4.0,גוש 5520 - 29.09.24-29.09.25.xls
005520-0112-031-00,2025-03-09,2470000,2470000,דירה בבית קומות,1.0,יבנה,2020,136,4.0,גוש 5520 - 29.09.24-29.09.25.xls
005520-0064-028-00,2025-03-13,2100000,2100000,דירה בבית קומות,1.0,יבנה,2019,80,3.0,גוש 5520 - 29.09.24-29.09.25.xls
005520-0170-001-00,2025-05-26,3693810,3693810,דירה בבית קומות,1.0,יבנה,2024,124,5.0,גוש 5520 - 29.09.24-29.09.25.xls
005520-0108-027-00,2025-04-28,2450000,2450000,דירה בבית קומות,1.0,יבנה,2020,112,4.0,גוש 5520 - 29.09.24-29.09.25.xls
005520-0114-023-00,2025-03-30,2600000,2600000,דירה בבית קומות,1.0,יבנה,2020,106,3.0,גוש 5520 - 29.09.24-29.09.25.xls
005520-0108-088-00,2025-03-31,2120000,2120000,דירה בבית קומות,1.0,יבנה,2021,80,3.0,גוש 5520 - 29.09.24-29.09.25.xls
005520-0069-101-00,2025-03-27,2575000,2575000,דירה בבית קומות,1.0,יבנה,2020,110,4.0,גוש 5520 - 29.09.24-29.09.25.xls
005520-0079-234-00,2025-04-08,2930000,2930000,דירה בבית קומות,1.0,יבנה,2021,129,5.0,גוש 5520 - 29.09.24-29.09.25.xls
005520-0075-000-00,2025-06-30,3150000,3150000,דירת גן,1.0,יבנה,2022,100,4.0,גוש 5520 - 29.09.24-29.09.25.xls
005520-0107-015-00,2025-04-30,2970000,2970000,דירה בבית קומות,1.0,יבנה,2019,160,5.0,גוש 5520 - 29.09.24-29.09.25.xls
005520-0108-059-00,2024-10-15,2270000,2270000,דירה בבית קומות,1.0,בן זכאי,2021,80,3.0,גוש 5520 - 29.09.24-29.09.25.xls
005520-0063-025-00,2024-10-28,1260000,1260000,דירה בבית קומות,0.5,בן זכאי,2018,137,4.0,גוש 5520 - 29.09.24-29.09.25.xls
005520-0063-025-00,2024-10-28,1260000,1260000,דירה בבית קומות,0.5,בן זכאי,2018,137,4.0,גוש 5520 - 29.09.24-29.09.25.xls
005520-0069-033-00,2024-10-30,2850000,2850000,דירה בבית קומות,1.0,בן זכאי,2019,164,5.0,גוש 5520 - 29.09.24-29.09.25.xls
018410-0064-000-00,2024-10-30,2640000,2640000,דירה בבית קומות,1.0,כפר ורדים,2018,150,5.0,כפר ורדים - 29.09.24-29.09.25.xls
018710-0121-000-00,2024-10-15,2280000,2280000,דירה בבית קומות,1.0,כפר ורדים,1997,130,5.0,כפר ורדים - 29.09.24-29.09.25.xls
021126-0243-035-00,2025-05-22,2500000,2500000,דירה בבית קומות,1.0,כפר ורדים,2025,172,6.0,כפר ורדים - 29.09.24-29.09.25.xls
018411-0049-002-00,2025-04-29,2940000,2940000,דירה בבית קומות,0.014,כפר ורדים,2026,131,5.0,כפר ורדים - 29.09.24-29.09.25.xls
021126-0243-006-00,2025-06-11,2800000,2800000,דירה בבית קומות,1.0,כפר ורדים,2025,185,6.0,כפר ורדים - 29.09.24-29.09.25.xls
018706-0088-000-00,2025-04-21,2200000,2200000,קוטג' דו משפחתי,1.0,כפר ורדים,1998,146,5.0,כפר ורדים - 29.09.24-29.09.25.xls
021149-0086-000-00,2024-11-28,1800000,1800000,קוטג' חד משפחתי,1.0,כפר ורדים,2000,150,5.0,כפר ורדים - 29.09.24-29.09.25.xls
021126-0243-006-00,2025-06-24,1840000,1840000,דירה בבית קומות,1.0,כפר ורדים,2025,128,5.0,כפר ורדים - 29.09.24-29.09.25.xls
018706-0022-000-00,2024-11-27,2850000,2850000,קוטג' חד משפחתי,1.0,כפר ורדים,1995,224,6.0,כפר ורדים - 29.09.24-29.09.25.xls
018411-0049-004-00,2025-06-24,3000000,3000000,דירה בבית קומות,0.014,כפר ורדים,2027,131,5.0,כפר ורדים - 29.09.24-29.09.25.xls
018707-0068-000-00,2025-05-23,1975000,1975000,קוטג' חד משפחתי,1.0,כפר ורדים,1987,124,3.0,כפר ורדים - 29.09.24-29.09.25.xls
018709-0071-000-00,2025-06-30,433333,433333,דירה בבית קומות,0.166,כפר ורדים,1990,150,5.0,כפר ורדים - 29.09.24-29.09.25.xls
018709-0071-000-00,2025-06-30,433333,433333,קוטג' חד משפחתי,0.166,כפר ורדים,1990,150,5.0,כפר ורדים - 29.09.24-29.09.25.xls
018709-0071-000-00,2025-06-30,433333,433333,קוטג' חד משפחתי,0.166,כפר ורדים,1990,150,5.0,כפר ורדים - 29.09.24-29.09.25.xls
018709-0071-000-00,2025-06-30,433333,433333,קוטג' חד משפחתי,0.166,כפר ורדים,1990,150,5.0,כפר ורדים - 29.09.24-29.09.25.xls
018709-0071-000-00,2025-06-30,433333,433333,דירה בבית קומות,0.166,כפר ורדים,1990,150,5.0,כפר ורדים - 29.09.24-29.09.25.xls
018709-0071-000-00,2025-06-30,433333,433333,קוטג' חד משפחתי,0.166,כפר ורדים,1990,150,5.0,כפר ורדים - 29.09.24-29.09.25.xls
021148-0048-000-00,2025-07-03,2750000,2750000,קוטג' דו משפחתי,1.0,כפר ורדים,1996,195,5.5,כפר ורדים - 29.09.24-29.09.25.xls
018710-0136-000-00,2025-06-24,3000000,3000000,דירה בבית קומות,1.0,כפר ורדים,1985,156,6.0,כפר ורדים - 29.09.24-29.09.25.xls
021126-0243-008-00,2025-07-01,2800000,2800000,דירה בבית קומות,1.0,כפר ורדים,2025,185,6.0,כפר ורדים - 29.09.24-29.09.25.xls
018410-0064-016-00,2025-07-10,3100000,3100000,דירה בבית קומות,1.0,כפר ורדים,2021,189,8.0,כפר ורדים - 29.09.24-29.09.25.xls
018710-0167-000-00,2025-01-09,4100000,4100000,קוטג' חד משפחתי,1.0,כפר ורדים,2000,330,5.0,כפר ורדים - 29.09.24-29.09.25.xls
021126-0243-033-00,2025-08-27,2450000,2450000,דירה בבית קומות,1.0,כפר ורדים,2025,172,6.0,כפר ורדים - 29.09.24-29.09.25.xls
021149-0094-000-00,2025-08-31,1700000,1700000,דירה בבית קומות,1.0,כפר ורדים,2009,151,4.0,כפר ורדים - 29.09.24-29.09.25.xls
018708-0042-000-00,2025-01-29,4080000,4080000,קוטג' חד משפחתי,1.0,כפר ורדים,1988,200,6.0,כפר ורדים - 29.09.24-29.09.25.xls
018706-0073-000-00,2025-09-01,1940000,1940000,דירה בבית קומות,1.0,כפר ורדים,1985,237,6.0,כפר ורדים - 29.09.24-29.09.25.xls
021126-0243-025-00,2025-09-10,2520000,2520000,דירה בבית קומות,1.0,כפר ורדים,2025,172,6.0,כפר ורדים - 29.09.24-29.09.25.xls
021126-0243-012-00,2024-10-01,2720000,2720000,דירה בבית קומות,1.0,כפר ורדים,2025,185,6.0,כפר ורדים - 29.09.24-29.09.25.xls
021126-0243-001-00,2024-10-28,1850000,1850000,דירה בבית קומות,1.0,כפר ורדים,2025,104,4.0,כפר ורדים - 29.09.24-29.09.25.xls
